,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,day,month,dep_hr,dep_min,arr_hr,arr_min,duration
4451,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8323,4,9,6,0,13,20,0 days 07:20:00
4452,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15339,27,6,13,25,12,35,0 days 23:10:00
4453,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,11982,5,6,17,45,20,5,0 days 02:20:00
4454,SpiceJet,Kolkata,Banglore,CCU ? IXB ? BLR,1 stop,No info,8844,5,12,15,55,21,25,0 days 05:30:00
4455,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,1,22,50,12,35,0 days 13:45:00
4456,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,6,6,13,15,15,35,0 days 02:20:00
4457,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,24,3,10,20,11,50,0 days 01:30:00
4458,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,5277,21,5,22,5,0,25,0 days 02:20:00
4459,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,27,6,7,10,10,5,0 days 02:55:00
4460,IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,8049,3,3,8,35,21,20,0 days 12:45:00
4461,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,15,5,17,45,20,5,0 days 02:20:00
4462,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,18,15,19,0,1 days 00:45:00
4463,Air India,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,3 stops,No info,10703,6,1,5,15,19,15,1 days 14:00:00
4464,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6496,6,12,5,10,10,5,0 days 04:55:00
4465,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,21,5,6,30,18,15,0 days 11:45:00
4466,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12032,27,3,7,5,18,50,0 days 11:45:00
4467,Vistara,Delhi,Cochin,DEL ? COK,non-stop,No info,6741,18,4,6,0,9,10,0 days 03:10:00
4468,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,9,4,0,6,50,0 days 02:50:00
4469,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,24,5,6,55,9,30,0 days 02:35:00
4470,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15288,3,3,19,0,1,35,0 days 06:35:00
4471,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2050,18,3,21,5,22,25,0 days 01:20:00
4472,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,4842,24,3,7,5,9,20,0 days 02:15:00
4473,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,In-flight meal not included,6643,21,3,19,10,18,50,0 days 23:40:00
4474,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,9581,3,3,5,5,10,5,0 days 05:00:00
4475,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,15,5,21,25,0,5,0 days 02:40:00
4476,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,7832,21,3,8,0,7,40,0 days 23:40:00
4477,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,11667,6,12,7,5,19,15,0 days 12:10:00
4478,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,27,6,8,35,16,10,0 days 07:35:00
4479,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15129,24,5,23,5,4,25,1 days 05:20:00
4480,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,4,3,11,10,14,5,0 days 02:55:00
4481,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9663,15,5,20,0,9,20,0 days 13:20:00
4482,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,3,16,0,4,25,0 days 12:25:00
4483,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,27,5,6,20,7,40,0 days 01:20:00
4484,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9663,5,6,16,30,20,45,1 days 04:15:00
4485,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,5761,21,3,6,40,12,0,0 days 05:20:00
4486,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,5,9,21,5,22,25,0 days 01:20:00
4487,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13626,6,12,16,30,23,35,0 days 07:05:00
4488,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,24,3,19,35,21,5,0 days 01:30:00
4489,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8529,6,12,18,55,18,15,0 days 23:20:00
4490,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,5201,5,9,5,10,8,0,0 days 02:50:00
4491,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,14151,21,5,9,35,21,5,0 days 11:30:00
4492,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,4483,5,3,11,10,13,55,0 days 02:45:00
4493,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,4,6,22,15,0,50,0 days 02:35:00
4494,Jet Airways,Delhi,Cochin,DEL ? BHO ? BOM ? COK,2 stops,In-flight meal not included,15544,18,5,5,30,12,35,0 days 07:05:00
4495,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,5601,27,5,21,5,0,20,0 days 03:15:00
4496,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,4,3,1,30,4,15,0 days 02:45:00
4497,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6451,27,4,7,55,22,25,0 days 14:30:00
4498,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,2 stops,No info,12592,5,12,9,25,13,45,1 days 04:20:00
4499,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,24,6,21,5,23,55,0 days 02:50:00
4500,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,6,12,17,10,19,40,0 days 02:30:00
4501,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8824,24,3,6,30,16,20,0 days 09:50:00
4502,SpiceJet,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,7947,15,5,15,45,22,5,0 days 06:20:00
4503,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13587,27,6,14,0,21,0,0 days 07:00:00
4504,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,15,6,6,55,9,30,0 days 02:35:00
4505,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,21,6,21,25,0,5,0 days 02:40:00
4506,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,5,9,20,0,4,40,0 days 08:40:00
4507,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4778,3,1,20,25,23,5,0 days 02:40:00
4508,Multiple carriers,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,18275,6,1,15,5,1,30,0 days 10:25:00
4509,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3540,6,1,5,15,7,40,0 days 02:25:00
4510,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,27,6,8,35,22,30,0 days 13:55:00
4511,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4145,27,6,20,45,23,20,0 days 02:35:00
4512,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5644,6,9,14,25,16,55,0 days 02:30:00
4513,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5224,5,3,14,25,16,55,0 days 02:30:00
4514,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,5963,21,3,17,30,18,50,1 days 01:20:00
4515,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,11264,27,5,6,0,19,0,0 days 13:00:00
4516,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,10188,27,3,14,10,19,20,0 days 05:10:00
4517,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,18,5,20,0,9,20,0 days 13:20:00
4518,IndiGo,Banglore,New Delhi,BLR ? IDR ? DEL,1 stop,No info,7166,15,3,13,40,18,35,0 days 04:55:00
4519,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,13817,3,12,22,55,9,30,0 days 10:35:00
4520,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12373,5,9,18,15,12,35,0 days 18:20:00
4521,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,1 Long layover,25735,3,1,16,55,9,0,0 days 16:05:00
4522,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,14815,18,3,11,40,19,10,0 days 07:30:00
4523,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,12,11,30,12,35,1 days 01:05:00
4524,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,15,6,8,0,19,0,0 days 11:00:00
4525,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,7468,6,9,17,40,8,15,0 days 14:35:00
4526,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,5,9,7,5,8,30,0 days 01:25:00
4527,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,12819,24,6,23,5,19,0,0 days 19:55:00
4528,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,7295,3,6,14,40,17,5,0 days 02:25:00
4529,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,27,5,15,15,18,10,0 days 02:55:00
4530,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6853,15,6,16,45,22,25,0 days 05:40:00
4531,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9663,24,5,21,10,9,20,0 days 12:10:00
4532,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7064,4,1,6,30,18,15,0 days 11:45:00
4533,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8372,6,6,9,0,19,15,0 days 10:15:00
4534,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No check-in baggage included,1965,6,3,13,15,14,45,0 days 01:30:00
4535,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,16932,24,3,7,10,18,45,0 days 11:35:00
4536,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,18,6,22,20,0,40,0 days 02:20:00
4537,Jet Airways,Delhi,Cochin,DEL ? JDH ? BOM ? COK,2 stops,In-flight meal not included,15812,6,12,11,40,19,0,0 days 07:20:00
4538,Air India,Banglore,New Delhi,BLR ? COK ? DEL,1 stop,No info,10924,3,3,6,55,13,20,0 days 06:25:00
4539,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,6934,27,5,14,10,17,10,0 days 03:00:00
4540,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,1,8,0,19,0,0 days 11:00:00
4541,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,13843,3,6,13,55,4,25,0 days 14:30:00
4542,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9315,15,5,6,40,19,0,0 days 12:20:00
4543,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8266,21,5,6,0,19,15,0 days 13:15:00
4544,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14231,24,3,21,10,8,10,0 days 11:00:00
4545,GoAir,Banglore,Delhi,BLR ? DEL,non-stop,No info,5048,18,4,20,55,23,40,0 days 02:45:00
4546,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,17,30,19,0,1 days 01:30:00
4547,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12537,27,3,9,0,21,0,0 days 12:00:00
4548,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,15,6,13,0,4,25,0 days 15:25:00
4549,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,4,3,7,5,8,30,0 days 01:25:00
4550,SpiceJet,Kolkata,Banglore,CCU ? IXB ? BLR,1 stop,No info,9736,5,6,11,15,18,30,0 days 07:15:00
4551,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,6,4,40,7,15,0 days 02:35:00
4552,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,13817,3,12,16,55,9,30,0 days 16:35:00
4553,GoAir,Banglore,Delhi,BLR ? DEL,non-stop,No info,5048,21,5,7,45,10,40,0 days 02:55:00
4554,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,4,1,10,20,11,50,0 days 01:30:00
4555,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7354,6,12,8,30,19,15,0 days 10:45:00
4556,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,In-flight meal not included,7563,3,6,14,35,22,20,0 days 07:45:00
4557,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7725,3,3,10,45,15,30,0 days 04:45:00
4558,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7740,6,1,8,45,21,0,0 days 12:15:00
4559,Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,2 stops,No info,13532,6,12,10,0,5,25,0 days 19:25:00
4560,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,6565,3,1,14,20,16,55,0 days 02:35:00
4561,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,12,16,30,19,50,1 days 03:20:00
4562,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,18,4,22,20,0,40,0 days 02:20:00
4563,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,11200,6,3,8,30,19,0,0 days 10:30:00
4564,Air India,Kolkata,Banglore,CCU ? BOM ? TRV ? BLR,2 stops,No info,12009,4,1,9,25,10,30,1 days 01:05:00
4565,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8372,15,5,8,0,19,15,0 days 11:15:00
4566,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,2 stops,No info,13591,15,6,6,50,7,40,1 days 00:50:00
4567,Vistara,Mumbai,Hyderabad,BOM ? DEL ? HYD,1 stop,No info,12395,3,6,20,55,16,45,0 days 19:50:00
4568,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,7298,3,1,8,20,10,35,0 days 02:15:00
4569,IndiGo,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,12214,3,3,7,20,12,30,0 days 05:10:00
4570,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,14151,15,5,17,0,22,5,1 days 05:05:00
4571,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,2 stops,No info,12970,6,1,17,15,19,15,1 days 02:00:00
4572,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,1,14,5,23,35,0 days 09:30:00
4573,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4878,6,6,17,0,19,35,0 days 02:35:00
4574,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,5,3,8,20,10,35,0 days 02:15:00
4575,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,6810,6,6,7,35,23,30,0 days 15:55:00
4576,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3687,5,1,7,5,9,20,0 days 02:15:00
4577,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,6482,21,3,17,20,9,25,0 days 16:05:00
4578,Jet Airways,Mumbai,Hyderabad,BOM ? DEL ? HYD,1 stop,No info,19595,3,6,17,0,16,50,0 days 23:50:00
4579,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6147,15,6,15,10,20,0,0 days 04:50:00
4580,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,10953,5,6,17,0,9,45,0 days 16:45:00
4581,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3873,24,4,22,20,0,40,0 days 02:20:00
4582,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,14815,3,6,14,5,5,5,0 days 15:00:00
4583,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,10678,6,6,4,55,19,0,0 days 14:05:00
4584,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,14053,3,9,15,5,4,25,0 days 13:20:00
4585,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,In-flight meal not included,10539,6,12,9,35,22,5,0 days 12:30:00
4586,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,16946,18,3,14,5,21,20,0 days 07:15:00
4587,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,7673,3,3,14,30,17,35,0 days 03:05:00
4588,Air India,Banglore,New Delhi,BLR ? DEL,non-stop,No info,4441,24,3,13,20,16,10,0 days 02:50:00
4589,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,15,4,11,10,14,5,0 days 02:55:00
4590,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,24,4,15,30,18,5,0 days 02:35:00
4591,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,5406,4,1,9,0,12,35,1 days 03:35:00
4592,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,4,3,6,20,7,40,0 days 01:20:00
4593,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,In-flight meal not included,11150,27,6,23,5,19,0,0 days 19:55:00
4594,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,4,6,16,55,19,55,0 days 03:00:00
4595,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No check-in baggage included,1965,5,3,5,45,7,15,0 days 01:30:00
4596,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,24,6,21,50,12,35,0 days 14:45:00
4597,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6674,6,6,7,35,16,10,0 days 08:35:00
4598,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15764,3,6,9,0,4,25,0 days 19:25:00
4599,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7064,4,1,20,0,22,35,1 days 02:35:00
4600,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,14,0,19,0,0 days 05:00:00
4601,IndiGo,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,5069,5,1,8,10,13,0,0 days 04:50:00
4602,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,11789,6,6,11,40,19,0,0 days 07:20:00
4603,Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,2 stops,No info,15164,5,1,10,0,13,45,1 days 03:45:00
4604,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,6094,6,6,14,10,17,10,0 days 03:00:00
4605,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,4885,21,4,9,30,12,20,0 days 02:50:00
4606,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,3383,21,6,11,10,13,55,0 days 02:45:00
4607,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6673,27,3,17,0,1,35,0 days 08:35:00
4608,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,27,4,7,10,10,10,0 days 03:00:00
4609,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,In-flight meal not included,8367,21,3,10,45,18,50,0 days 08:05:00
4610,GoAir,Banglore,Delhi,BLR ? DEL,non-stop,No info,3898,6,3,11,40,14,30,0 days 02:50:00
4611,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,9,14,5,22,35,0 days 08:30:00
4612,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12327,27,3,2,15,13,20,0 days 11:05:00
4613,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,1 stop,No check-in baggage included,6356,21,3,8,45,13,15,0 days 04:30:00
4614,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,15,5,21,5,23,55,0 days 02:50:00
4615,Air India,Banglore,New Delhi,BLR ? BOM ? UDR ? DEL,2 stops,No info,10835,18,3,6,45,16,30,1 days 09:45:00
4616,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,21,6,4,0,6,50,0 days 02:50:00
4617,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,1,18,15,19,0,1 days 00:45:00
4618,Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,2 stops,No info,11883,5,6,5,50,12,0,1 days 06:10:00
4619,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,8610,6,12,20,20,23,25,1 days 03:05:00
4620,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6513,15,5,7,10,22,30,0 days 15:20:00
4621,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,21,5,2,15,4,25,1 days 02:10:00
4622,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,10861,6,1,22,0,19,15,0 days 21:15:00
4623,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,4049,21,6,19,5,20,35,0 days 01:30:00
4624,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,13555,18,3,11,40,5,5,0 days 17:25:00
4625,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16079,27,5,2,15,19,0,0 days 16:45:00
4626,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,7673,3,6,5,35,8,50,0 days 03:15:00
4627,Multiple carriers Premium economy,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,10161,21,3,8,55,19,15,0 days 10:20:00
4628,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,12,2,15,12,35,0 days 10:20:00
4629,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3873,5,3,6,55,9,30,0 days 02:35:00
4630,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No info,3311,6,3,21,10,0,5,0 days 02:55:00
4631,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13611,3,9,16,0,1,35,0 days 09:35:00
4632,Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,11858,3,6,12,0,19,15,0 days 07:15:00
4633,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9316,27,5,10,20,19,15,0 days 08:55:00
4634,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,4,1,7,10,10,5,0 days 02:55:00
4635,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,12,20,0,10,5,0 days 14:05:00
4636,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,27,5,9,40,4,25,0 days 18:45:00
4637,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3873,4,12,6,55,9,30,0 days 02:35:00
4638,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4591,4,12,1,30,4,15,0 days 02:45:00
4639,Vistara,Mumbai,Hyderabad,BOM ? DEL ? HYD,1 stop,No info,12395,3,6,8,45,22,55,0 days 14:10:00
4640,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3603,21,3,2,30,4,0,0 days 01:30:00
4641,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,1,15,30,18,5,0 days 02:35:00
4642,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,21,5,18,25,21,20,0 days 02:55:00
4643,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13244,21,3,11,30,18,50,0 days 07:20:00
4644,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,6785,24,3,7,35,19,25,0 days 11:50:00
4645,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,24,6,6,20,7,40,0 days 01:20:00
4646,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7198,6,12,18,0,1,30,0 days 07:30:00
4647,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,27,6,9,40,19,0,0 days 09:20:00
4648,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,2 stops,No info,20416,3,6,6,50,7,40,1 days 00:50:00
4649,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,10441,6,6,22,0,19,15,0 days 21:15:00
4650,Air India,Banglore,New Delhi,BLR ? VGA ? DEL,1 stop,No info,11528,3,1,10,30,11,20,1 days 00:50:00
4651,Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,2 stops,No info,14083,5,6,7,0,1,20,0 days 18:20:00
4652,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,15,5,19,35,21,55,0 days 02:20:00
4653,Air India,Kolkata,Banglore,CCU ? IXR ? BBI ? BLR,2 stops,No info,7662,6,12,5,50,13,15,0 days 07:25:00
4654,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,6,6,8,30,11,20,0 days 02:50:00
4655,Air India,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,3 stops,No info,10703,27,6,5,15,19,15,1 days 14:00:00
4656,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,6,12,7,5,8,30,0 days 01:25:00
4657,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,24,6,7,0,9,40,0 days 02:40:00
4658,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,6304,5,12,18,5,21,10,0 days 03:05:00
